Time [s],CAN_RX_ECU,CAN_RX_LSM,CAN_TX_ECU,CAN_TX_LSM
0.934944720,0,1,1,1
0.934944782,1,1,1,1
0.934945158,1,1,0,1
0.934945268,0,1,0,1
0.934945784,0,0,0,1
0.934946652,0,0,1,1
0.934946782,1,0,1,1
0.934947778,1,1,1,1
0.934948158,1,1,0,1
0.934948268,0,1,0,1
0.934948272,0,0,0,1
0.934949152,0,0,1,1
0.934949282,1,0,1,1
0.934949658,1,0,0,1
0.934949768,0,0,0,1
0.934949792,0,1,0,1
0.934950152,0,1,1,1
0.934950282,1,1,1,1
0.934950658,1,1,0,1
0.934950768,0,1,0,1
0.934950806,0,0,0,1
0.934952152,0,0,1,1
0.934952282,1,0,1,1
0.934952802,1,1,1,1
0.934953158,1,1,0,1
0.934953268,0,1,0,1
0.934953294,0,0,0,1
0.934954816,0,1,0,1
0.934955152,0,1,1,1
0.934955284,1,1,1,1
0.934955658,1,1,0,1
0.934955768,0,1,0,1
0.934955880,0,0,0,1
0.934956880,0,1,0,1
0.934957152,0,1,1,1
0.934957284,1,1,1,1
0.934957346,1,0,1,1
0.934957874,1,1,1,1
0.934958158,1,1,0,1
0.934958268,0,1,0,1
0.934958366,0,0,0,1
0.934959890,0,1,0,1
0.934960152,0,1,1,1
0.934960284,1,1,1,1
0.934960658,1,1,0,1
0.934960770,0,1,0,1
0.934960904,0,0,0,1
0.934961904,0,1,0,1
0.934962152,0,1,1,1
0.934962284,1,1,1,1
0.934962370,1,0,1,1
0.934962898,1,1,1,1
0.934963160,1,1,0,1
0.934963270,0,1,0,1
0.934963390,0,0,0,1
0.934964152,0,0,1,1
0.934964284,1,0,1,1
0.934964660,1,0,0,1
0.934964770,0,0,0,1
0.934964912,0,1,0,1
0.934965152,0,1,1,1
0.934965284,1,1,1,1
0.934965660,1,1,0,1
0.934965770,0,1,0,1
0.934965976,0,0,0,1
0.934966478,0,1,0,1
0.934967154,0,1,1,1
0.934967284,1,1,1,1
0.934967942,1,0,1,1
0.934968160,1,0,0,1
0.934968270,0,0,0,1
0.934969154,0,0,1,1
0.934969284,1,0,1,1
0.934969660,1,0,0,1
0.934969770,0,0,0,1
0.934969986,0,1,0,1
0.934970154,0,1,1,1
0.934970284,1,1,1,1
0.934970660,1,1,0,1
0.934970770,0,1,0,1
0.934971000,0,0,0,1
0.934971502,0,1,0,1
0.934971970,0,0,0,1
0.934972154,0,0,1,1
0.934972284,1,0,1,1
0.934972994,1,1,1,1
0.934973160,1,1,0,1
0.934973270,0,1,0,1
0.934973486,0,0,0,1
0.934973654,0,0,1,1
0.934973784,1,0,1,1
0.934975010,1,1,1,1
0.934975160,1,1,0,1
0.934975270,0,1,0,1
0.934976074,0,0,0,1
0.934977154,0,0,1,1
0.934977284,1,0,1,1
0.934978068,1,1,1,1
0.934978160,1,1,0,1
0.934978270,0,1,0,1
0.934978560,0,0,0,1
0.934978654,0,0,1,1
0.934978784,1,0,1,1
0.934979160,1,0,0,1
0.934979270,0,0,0,1
0.934980082,0,1,0,1
0.934980154,0,1,1,1
0.934980286,1,1,1,1
0.934980660,1,1,0,1
0.934980770,0,1,0,1
0.934981096,0,0,0,1
0.934982096,0,1,0,1
0.934982154,0,1,1,1
0.934982286,1,1,1,1
0.934982564,1,0,1,1
0.934983092,1,1,1,1
0.934983160,1,1,0,1
0.934983270,0,1,0,1
0.934983584,0,0,0,1
0.934985106,0,1,0,1
0.934985154,0,1,1,1
0.934985286,1,1,1,1
0.934985660,1,1,0,1
0.934985770,0,1,0,1
0.934986170,0,0,0,1
0.934987154,0,0,1,1
0.934987170,0,1,1,1
0.934987286,1,1,1,1
0.934987636,1,0,1,1
0.934988160,1,0,0,1
0.934988164,1,1,0,1
0.934988272,0,1,0,1
0.934988656,0,0,0,1
0.934989154,0,0,1,1
0.934989286,1,0,1,1
0.934989662,1,0,0,1
0.934989772,0,0,0,1
0.934990154,0,0,1,1
0.934990178,0,1,1,1
0.934990286,1,1,1,1
0.934990662,1,1,0,1
0.934990772,0,1,0,1
0.934991194,0,0,0,1
0.934991694,0,1,0,1
0.934992154,0,1,1,1
0.934992286,1,1,1,1
0.934992660,1,0,1,1
0.934993162,1,0,0,1
0.934993188,1,1,0,1
0.934993272,0,1,0,1
0.934993680,0,0,0,1
0.934994156,0,0,1,1
0.934994286,1,0,1,1
0.934994662,1,0,0,1
0.934994772,0,0,0,1
0.934995156,0,0,1,1
0.934995202,0,1,1,1
0.934995286,1,1,1,1
0.934995662,1,1,0,1
0.934995772,0,1,0,1
0.934996266,0,0,0,1
0.934997156,0,0,1,1
0.934997286,1,0,1,1
0.934998162,1,0,0,1
0.934998260,1,1,0,1
0.934998272,0,1,0,1
0.934998656,0,1,1,1
0.934998752,0,0,1,1
0.934998786,1,0,1,1
0.934999662,1,0,0,1
0.934999772,0,0,0,1
0.935000156,0,0,1,1
0.935000276,0,1,1,1
0.935000286,1,1,1,1
0.935000662,1,1,0,1
0.935000772,0,1,0,1
0.935001290,0,0,0,1
0.935001792,0,1,0,1
0.935002156,0,1,1,1
0.935002286,1,1,1,1
0.935003162,1,1,0,1
0.935003254,1,0,0,1
0.935003272,0,0,0,1
0.935005156,0,0,1,1
0.935005286,1,0,1,1
0.935005298,1,1,1,1
0.935005662,1,1,0,1
0.935005772,0,1,0,1
0.935006364,0,0,0,1
0.935006866,0,1,0,1
0.935007156,0,1,1,1
0.935007288,1,1,1,1
0.935007830,1,0,1,1
0.935008162,1,0,0,1
0.935008272,0,0,0,1
0.935008358,0,1,0,1
0.935008656,0,1,1,1
0.935008788,1,1,1,1
0.935008850,1,0,1,1
0.935010162,1,0,0,1
0.935010272,0,0,0,1
0.935010372,0,1,0,1
0.935011386,0,0,0,1
0.935012156,0,0,1,1
0.935012288,1,0,1,1
0.935013162,1,0,0,1
0.935013272,0,0,0,1
0.935013382,0,1,0,1
0.935013656,0,1,1,1
0.935013788,1,1,1,1
0.935013874,1,0,1,1
0.935014664,1,0,0,1
0.935014772,0,0,0,1
0.935015156,0,0,1,1
0.935015288,1,0,1,1
0.935015396,1,1,1,1
0.935015664,1,1,0,1
0.935015772,0,1,0,1
0.935016460,0,0,0,1
0.935017156,0,0,1,1
0.935017288,1,0,1,1
0.935017458,1,1,1,1
0.935018164,1,1,0,1
0.935018274,0,1,0,1
0.935018424,0,0,0,1
0.935020156,0,0,1,1
0.935020288,1,0,1,1
0.935020468,1,1,1,1
0.935020664,1,1,0,1
0.935020774,0,1,0,1
0.935021482,0,0,0,1
0.935022158,0,0,1,1
0.935022288,1,0,1,1
0.935022484,1,1,1,1
0.935023164,1,1,0,1
0.935023274,0,1,0,1
0.935023448,0,0,0,1
0.935024158,0,0,1,1
0.935024288,1,0,1,1
0.935025164,1,0,0,1
0.935025274,0,0,0,1
0.935025492,0,1,0,1
0.935027158,0,1,1,1
0.935027288,1,1,1,1
0.935028164,1,1,0,1
0.935028274,0,1,0,1
0.935029158,0,1,1,1
0.935029288,1,1,1,1
0.935030164,1,1,0,1
0.935030274,0,1,0,1
0.935032158,0,1,1,1
0.935032288,1,1,1,1
0.935155028,0,1,1,1
0.935155540,1,1,1,1
0.935156028,0,1,1,1
0.935156540,1,1,1,1
0.935157028,0,1,1,1
0.935157540,1,1,1,1
0.935158028,0,1,1,1
0.935158540,1,1,1,1
0.935159028,0,1,1,1
0.935159540,1,1,1,1
0.935160028,0,1,1,1
0.935160540,1,1,1,1
0.935161028,0,1,1,1
0.935161756,0,1,1,0
0.935161856,0,0,1,0
0.935162246,0,0,1,1
0.935162386,0,1,1,1
0.935162542,1,1,1,1
0.935162756,1,1,1,0
0.935162854,1,0,1,0
0.935163246,1,0,1,1
0.935163386,1,1,1,1
0.935163528,0,1,1,1
0.935163756,0,1,1,0
0.935163854,0,0,1,0
0.935164042,1,0,1,0
0.935164246,1,0,1,1
0.935164386,1,1,1,1
0.935164756,1,1,1,0
0.935164856,1,0,1,0
0.935165028,0,0,1,0
0.935165246,0,0,1,1
0.935165386,0,1,1,1
0.935165542,1,1,1,1
0.935165756,1,1,1,0
0.935165856,1,0,1,0
0.935166246,1,0,1,1
0.935166386,1,1,1,1
0.935166756,1,1,1,0
0.935166856,1,0,1,0
0.935167246,1,0,1,1
0.935167386,1,1,1,1
0.935167756,1,1,1,0
0.935167856,1,0,1,0
0.935168528,0,0,1,0
0.935169248,0,0,1,1
0.935169386,0,1,1,1
0.935169542,1,1,1,1
0.935170028,0,1,1,1
0.935170256,0,1,1,0
0.935170356,0,0,1,0
0.935170748,0,0,1,1
0.935170886,0,1,1,1
0.935171042,1,1,1,1
0.935171528,0,1,1,1
0.935171756,0,1,1,0
0.935171856,0,0,1,0
0.935172248,0,0,1,1
0.935172386,0,1,1,1
0.935173042,1,1,1,1
0.935173528,0,1,1,1
0.935174542,1,1,1,1
0.935175028,0,1,1,1
0.935175256,0,1,1,0
0.935175356,0,0,1,0
0.935176248,0,0,1,1
0.935176386,0,1,1,1
0.935176756,0,1,1,0
0.935176856,0,0,1,0
0.935177748,0,0,1,1
0.935177888,0,1,1,1
0.935178256,0,1,1,0
0.935178356,0,0,1,0
0.935179042,1,0,1,0
0.935179748,1,0,1,1
0.935179888,1,1,1,1
0.935180256,1,1,1,0
0.935180356,1,0,1,0
0.935181248,1,0,1,1
0.935181388,1,1,1,1
0.935181756,1,1,1,0
0.935181856,1,0,1,0
0.935185750,1,0,1,1
0.935185888,1,1,1,1
0.937430574,0,1,1,1
0.937431088,1,1,1,1
0.937431574,0,1,1,1
0.937432086,1,1,1,1
0.937432574,0,1,1,1
0.937433088,1,1,1,1
0.937433574,0,1,1,1
0.937434086,1,1,1,1
0.937434574,0,1,1,1
0.937435088,1,1,1,1
0.937435574,0,1,1,1
0.937436086,1,1,1,1
0.937436574,0,1,1,1
0.937437424,0,1,1,0
0.937437524,0,0,1,0
0.937437914,0,0,1,1
0.937438054,0,1,1,1
0.937438088,1,1,1,1
0.937438424,1,1,1,0
0.937438522,1,0,1,0
0.937438914,1,0,1,1
0.937439054,1,1,1,1
0.937439074,0,1,1,1
0.937439424,0,1,1,0
0.937439522,0,0,1,0
0.937439588,1,0,1,0
0.937439914,1,0,1,1
0.937440054,1,1,1,1
0.937440424,1,1,1,0
0.937440522,1,0,1,0
0.937440574,0,0,1,0
0.937440914,0,0,1,1
0.937441054,0,1,1,1
0.937441088,1,1,1,1
0.937441424,1,1,1,0
0.937441522,1,0,1,0
0.937441914,1,0,1,1
0.937442054,1,1,1,1
0.937442424,1,1,1,0
0.937442524,1,0,1,0
0.937442914,1,0,1,1
0.937443054,1,1,1,1
0.937443424,1,1,1,0
0.937443522,1,0,1,0
0.937444074,0,0,1,0
0.937444914,0,0,1,1
0.937445054,0,1,1,1
0.937445088,1,1,1,1
0.937445574,0,1,1,1
0.937445924,0,1,1,0
0.937446024,0,0,1,0
0.937446416,0,0,1,1
0.937446554,0,1,1,1
0.937446588,1,1,1,1
0.937447074,0,1,1,1
0.937447424,0,1,1,0
0.937447524,0,0,1,0
0.937447916,0,0,1,1
0.937448054,0,1,1,1
0.937448588,1,1,1,1
0.937449074,0,1,1,1
0.937450088,1,1,1,1
0.937450574,0,1,1,1
0.937450924,0,1,1,0
0.937451024,0,0,1,0
0.937451916,0,0,1,1
0.937452054,0,1,1,1
0.937452424,0,1,1,0
0.937452524,0,0,1,0
0.937453416,0,0,1,1
0.937453554,0,1,1,1
0.937453924,0,1,1,0
0.937454024,0,0,1,0
0.937454588,1,0,1,0
0.937455416,1,0,1,1
0.937455554,1,1,1,1
0.937455924,1,1,1,0
0.937456024,1,0,1,0
0.937456916,1,0,1,1
0.937457056,1,1,1,1
0.937457424,1,1,1,0
0.937457524,1,0,1,0
0.937461416,1,0,1,1
0.937461556,1,1,1,1
0.937467204,1,0,1,1
0.937469198,1,1,1,1
0.937469690,1,0,1,1
0.937471212,1,1,1,1
0.937472226,1,0,1,1
0.937472730,1,1,1,1
0.937474190,1,0,1,1
0.937474846,1,0,0,1
0.937474954,0,0,0,1
0.937476236,0,1,0,1
0.937476838,0,1,1,1
0.937476968,1,1,1,1
0.937477300,1,0,1,1
0.937477346,1,0,0,1
0.937477454,0,0,0,1
0.937478300,0,1,0,1
0.937478838,0,1,1,1
0.937478970,1,1,1,1
0.937479264,1,0,1,1
0.937479846,1,0,0,1
0.937479954,0,0,0,1
0.937480338,0,0,1,1
0.937480470,1,0,1,1
0.937481308,1,1,1,1
0.937481846,1,1,0,1
0.937481954,0,1,0,1
0.937482322,0,0,0,1
0.937482824,0,1,0,1
0.937483838,0,1,1,1
0.937483970,1,1,1,1
0.937484288,1,0,1,1
0.937484846,1,0,0,1
0.937484956,0,0,0,1
0.937485838,0,0,1,1
0.937485970,1,0,1,1
0.937486332,1,1,1,1
0.937486846,1,1,0,1
0.937486956,0,1,0,1
0.937487398,0,0,0,1
0.937488838,0,0,1,1
0.937488970,1,0,1,1
0.937489392,1,1,1,1
0.937489846,1,1,0,1
0.937489884,1,0,0,1
0.937489956,0,0,0,1
0.937490338,0,0,1,1
0.937490470,1,0,1,1
0.937491406,1,1,1,1
0.937491846,1,1,0,1
0.937491956,0,1,0,1
0.937492420,0,0,0,1
0.937493420,0,1,0,1
0.937493840,0,1,1,1
0.937493970,1,1,1,1
0.937494384,1,0,1,1
0.937494846,1,0,0,1
0.937494956,0,0,0,1
0.937496430,0,1,0,1
0.937496840,0,1,1,1
0.937496970,1,1,1,1
0.937497346,1,1,0,1
0.937497456,0,1,0,1
0.937497494,0,0,0,1
0.937498494,0,1,0,1
0.937498840,0,1,1,1
0.937498970,1,1,1,1
0.937499460,1,0,1,1
0.937499846,1,0,0,1
0.937499956,0,0,0,1
0.937500840,0,0,1,1
0.937500970,1,0,1,1
0.937501504,1,1,1,1
0.937501846,1,1,0,1
0.937501956,0,1,0,1
0.937502518,0,0,0,1
0.937503518,0,1,0,1
0.937503840,0,1,1,1
0.937503970,1,1,1,1
0.937504482,1,0,1,1
0.937504846,1,0,0,1
0.937504956,0,0,0,1
0.937505840,0,0,1,1
0.937505972,1,0,1,1
0.937506526,1,1,1,1
0.937506846,1,1,0,1
0.937506956,0,1,0,1
0.937507590,0,0,0,1
0.937508840,0,0,1,1
0.937508972,1,0,1,1
0.937509586,1,1,1,1
0.937509846,1,1,0,1
0.937509956,0,1,0,1
0.937510078,0,0,0,1
0.937510840,0,0,1,1
0.937510972,1,0,1,1
0.937511600,1,1,1,1
0.937511848,1,1,0,1
0.937511958,0,1,0,1
0.937512614,0,0,0,1
0.937513614,0,1,0,1
0.937513840,0,1,1,1
0.937513972,1,1,1,1
0.937514578,1,0,1,1
0.937514848,1,0,0,1
0.937514958,0,0,0,1
0.937516622,0,1,0,1
0.937516842,0,1,1,1
0.937516972,1,1,1,1
0.937517348,1,1,0,1
0.937517458,0,1,0,1
0.937517686,0,0,0,1
0.937518686,0,1,0,1
0.937518842,0,1,1,1
0.937518972,1,1,1,1
0.937519650,1,0,1,1
0.937519848,1,0,0,1
0.937519958,0,0,0,1
0.937520842,0,0,1,1
0.937520972,1,0,1,1
0.937521694,1,1,1,1
0.937521848,1,1,0,1
0.937521958,0,1,0,1
0.937522708,0,0,0,1
0.937523708,0,1,0,1
0.937523842,0,1,1,1
0.937523972,1,1,1,1
0.937524672,1,0,1,1
0.937524848,1,0,0,1
0.937524958,0,0,0,1
0.937525842,0,0,1,1
0.937525972,1,0,1,1
0.937526718,1,1,1,1
0.937526848,1,1,0,1
0.937526958,0,1,0,1
0.937527780,0,0,0,1
0.937528780,0,1,0,1
0.937528842,0,1,1,1
0.937528972,1,1,1,1
0.937529746,1,0,1,1
0.937529848,1,0,0,1
0.937529958,0,0,0,1
0.937530842,0,0,1,1
0.937530974,1,0,1,1
0.937531790,1,1,1,1
0.937531848,1,1,0,1
0.937531958,0,1,0,1
0.937532804,0,0,0,1
0.937533804,0,1,0,1
0.937533842,0,1,1,1
0.937533974,1,1,1,1
0.937534768,1,0,1,1
0.937534848,1,0,0,1
0.937534958,0,0,0,1
0.937535842,0,0,1,1
0.937535974,1,0,1,1
0.937536812,1,1,1,1
0.937536848,1,1,0,1
0.937536958,0,1,0,1
0.937537878,0,0,0,1
0.937538842,0,0,1,1
0.937538876,0,1,1,1
0.937538974,1,1,1,1
0.937539842,1,0,1,1
0.937539848,1,0,0,1
0.937539960,0,0,0,1
0.937540842,0,0,1,1
0.937540974,1,0,1,1
0.937541850,1,0,0,1
0.937541886,1,1,0,1
0.937541960,0,1,0,1
0.937542900,0,0,0,1
0.937543844,0,0,1,1
0.937543900,0,1,1,1
0.937543974,1,1,1,1
0.937544850,1,1,0,1
0.937544866,1,0,0,1
0.937544960,0,0,0,1
0.937545844,0,0,1,1
0.937545974,1,0,1,1
0.937546850,1,0,0,1
0.937546910,1,1,0,1
0.937546960,0,1,0,1
0.937547974,0,0,0,1
0.937548844,0,0,1,1
0.937548974,1,1,1,1
0.937549850,1,1,0,1
0.937549938,1,0,0,1
0.937549960,0,0,0,1
0.937550844,0,0,1,1
0.937550974,1,0,1,1
0.937551850,1,0,0,1
0.937551960,0,0,0,1
0.937551984,0,1,0,1
0.937552998,0,0,0,1
0.937553844,0,0,1,1
0.937553974,1,0,1,1
0.937553996,1,1,1,1
0.937554850,1,1,0,1
0.937554960,0,1,0,1
0.937554962,0,0,0,1
0.937555844,0,0,1,1
0.937555974,1,0,1,1
0.937556850,1,0,0,1
0.937556960,0,0,0,1
0.937557006,0,1,0,1
0.937558070,0,0,0,1
0.937558844,0,0,1,1
0.937558976,1,0,1,1
0.937559070,1,1,1,1
0.937559850,1,1,0,1
0.937559960,0,1,0,1
0.937560034,0,0,0,1
0.937560844,0,0,1,1
0.937560976,1,0,1,1
0.937561850,1,0,0,1
0.937561960,0,0,0,1
0.937562078,0,1,0,1
0.937563094,0,0,0,1
0.937563844,0,0,1,1
0.937563976,1,0,1,1
0.937564094,1,1,1,1
0.937564850,1,1,0,1
0.937564960,0,1,0,1
0.937565058,0,0,0,1
0.937565844,0,0,1,1
0.937565976,1,0,1,1
0.937566852,1,0,0,1
0.937566962,0,0,0,1
0.937567102,0,1,0,1
0.937568168,0,0,0,1
0.937568844,0,0,1,1
0.937568976,1,0,1,1
0.937569168,1,1,1,1
0.937569852,1,1,0,1
0.937569962,0,1,0,1
0.937570132,0,0,0,1
0.937570844,0,0,1,1
0.937570976,1,0,1,1
0.937571852,1,0,0,1
0.937571962,0,0,0,1
0.937572176,0,1,0,1
0.937573190,0,0,0,1
0.937573846,0,0,1,1
0.937573976,1,0,1,1
0.937574190,1,1,1,1
0.937574852,1,1,0,1
0.937574962,0,1,0,1
0.937575154,0,0,0,1
0.937575846,0,0,1,1
0.937575976,1,0,1,1
0.937576852,1,0,0,1
0.937576962,0,0,0,1
0.937577198,0,1,0,1
0.937578264,0,0,0,1
0.937578846,0,0,1,1
0.937578976,1,0,1,1
0.937579262,1,1,1,1
0.937580228,1,0,1,1
0.937580352,1,0,0,1
0.937580462,0,0,0,1
0.937581346,0,0,1,1
0.937581478,1,0,1,1
0.937582272,1,1,1,1
0.937582352,1,1,0,1
0.937582462,0,1,0,1
0.937583286,0,0,0,1
0.937584286,0,1,0,1
0.937584346,0,1,1,1
0.937584478,1,1,1,1
0.937585252,1,0,1,1
0.937585352,1,0,0,1
0.937585462,0,0,0,1
0.937586346,0,0,1,1
0.937586478,1,0,1,1
0.937587296,1,1,1,1
0.937587352,1,1,0,1
0.937587462,0,1,0,1
0.937588360,0,0,0,1
0.937589346,0,0,1,1
0.937589360,0,1,1,1
0.937589478,1,1,1,1
0.937590324,1,0,1,1
0.937590354,1,0,0,1
0.937590462,0,0,0,1
0.937591346,0,0,1,1
0.937591478,1,0,1,1
0.937592354,1,0,0,1
0.937592368,1,1,0,1
0.937592462,0,1,0,1
0.937593382,0,0,0,1
0.937594346,0,0,1,1
0.937594382,0,1,1,1
0.937594478,1,1,1,1
0.937595348,1,0,1,1
0.937595354,1,0,0,1
0.937595464,0,0,0,1
0.937596346,0,0,1,1
0.937596478,1,0,1,1
0.937597354,1,0,0,1
0.937597392,1,1,0,1
0.937597464,0,1,0,1
0.937598454,0,0,0,1
0.937599348,0,0,1,1
0.937599454,0,1,1,1
0.937599478,1,1,1,1
0.937600354,1,1,0,1
0.937600418,1,0,0,1
0.937600464,0,0,0,1
0.937601348,0,0,1,1
0.937601478,1,0,1,1
0.937602354,1,0,0,1
0.937602464,0,1,0,1
0.937603478,0,0,0,1
0.937604348,0,0,1,1
0.937604478,1,1,1,1
0.937605354,1,1,0,1
0.937605442,1,0,0,1
0.937605464,0,0,0,1
0.937606348,0,0,1,1
0.937606478,1,0,1,1
0.937607354,1,0,0,1
0.937607464,0,0,0,1
0.937607486,0,1,0,1
0.937608550,0,0,0,1
0.937609348,0,0,1,1
0.937609478,1,0,1,1
0.937609550,1,1,1,1
0.937610354,1,1,0,1
0.937610464,0,1,0,1
0.937610516,0,0,0,1
0.937611348,0,0,1,1
0.937611480,1,0,1,1
0.937612354,1,0,0,1
0.937612464,0,0,0,1
0.937612560,0,1,0,1
0.937613574,0,0,0,1
0.937614348,0,0,1,1
0.937614480,1,0,1,1
0.937614574,1,1,1,1
0.937615354,1,1,0,1
0.937615464,0,1,0,1
0.937615538,0,0,0,1
0.937616348,0,0,1,1
0.937616480,1,0,1,1
0.937617354,1,0,0,1
0.937617464,0,0,0,1
0.937617582,0,1,0,1
0.937618648,0,0,0,1
0.937619348,0,0,1,1
0.937619480,1,0,1,1
0.937619646,1,1,1,1
0.937620354,1,1,0,1
0.937620464,0,1,0,1
0.937620612,0,0,0,1
0.937621348,0,0,1,1
0.937621480,1,0,1,1
0.937622356,1,0,0,1
0.937622466,0,0,0,1
0.937622656,0,1,0,1
0.937623670,0,0,0,1
0.937624348,0,0,1,1
0.937624480,1,0,1,1
0.937624670,1,1,1,1
0.937625634,1,0,1,1
0.937625856,1,0,0,1
0.937625966,0,0,0,1
0.937626850,0,0,1,1
0.937626980,1,0,1,1
0.937627678,1,1,1,1
0.937627856,1,1,0,1
0.937627966,0,1,0,1
0.937628744,0,0,0,1
0.937629744,0,1,0,1
0.937629850,0,1,1,1
0.937629980,1,1,1,1
0.937630708,1,0,1,1
0.937630856,1,0,0,1
0.937630966,0,0,0,1
0.937631850,0,0,1,1
0.937631980,1,0,1,1
0.937632752,1,1,1,1
0.937632856,1,1,0,1
0.937632966,0,1,0,1
0.937633766,0,0,0,1
0.937634766,0,1,0,1
0.937634850,0,1,1,1
0.937634980,1,1,1,1
0.937635732,1,0,1,1
0.937635856,1,0,0,1
0.937635966,0,0,0,1
0.937636850,0,0,1,1
0.937636980,1,0,1,1
0.937637776,1,1,1,1
0.937637856,1,1,0,1
0.937637966,0,1,0,1
0.937638840,0,0,0,1
0.937639840,0,1,0,1
0.937639850,0,1,1,1
0.937639982,1,1,1,1
0.937640804,1,0,1,1
0.937640856,1,0,0,1
0.937640966,0,0,0,1
0.937641850,0,0,1,1
0.937641982,1,0,1,1
0.937642848,1,1,1,1
0.937642858,1,1,0,1
0.937642966,0,1,0,1
0.937643864,0,0,0,1
0.937644850,0,0,1,1
0.937644862,0,1,1,1
0.937644982,1,1,1,1
0.937645828,1,0,1,1
0.937645858,1,0,0,1
0.937645966,0,0,0,1
0.937646850,0,0,1,1
0.937646982,1,0,1,1
0.937647858,1,0,0,1
0.937647872,1,1,0,1
0.937647966,0,1,0,1
0.937648938,0,0,0,1
0.937649850,0,0,1,1
0.937649936,0,1,1,1
0.937649982,1,1,1,1
0.937650858,1,1,0,1
0.937650902,1,0,0,1
0.937650968,0,0,0,1
0.937651852,0,0,1,1
0.937651982,1,0,1,1
0.937652858,1,0,0,1
0.937652946,1,1,0,1
0.937652968,0,1,0,1
0.937653960,0,0,0,1
0.937654852,0,0,1,1
0.937654960,0,1,1,1
0.937654982,1,1,1,1
0.937655858,1,1,0,1
0.937655926,1,0,0,1
0.937655968,0,0,0,1
0.937656852,0,0,1,1
0.937656982,1,0,1,1
0.937657858,1,0,0,1
0.937657968,0,0,0,1
0.937657970,0,1,0,1
0.937659034,0,0,0,1
0.937659852,0,0,1,1
0.937659982,1,0,1,1
0.937660034,1,1,1,1
0.937660858,1,1,0,1
0.937660968,0,1,0,1
0.937660998,0,0,0,1
0.937661852,0,0,1,1
0.937661982,1,0,1,1
0.937662858,1,0,0,1
0.937662968,0,0,0,1
0.937663044,0,1,0,1
0.937664056,0,0,0,1
0.937664852,0,0,1,1
0.937664982,1,0,1,1
0.937665058,1,1,1,1
0.937666022,1,0,1,1
0.937666358,1,0,0,1
0.937666468,0,0,0,1
0.937667352,0,0,1,1
0.937667484,1,0,1,1
0.937668066,1,1,1,1
0.937668358,1,1,0,1
0.937668468,0,1,0,1
0.937669130,0,0,0,1
0.937670130,0,1,0,1
0.937670352,0,1,1,1
0.937670484,1,1,1,1
0.937671094,1,0,1,1
0.937671358,1,0,0,1
0.937671468,0,0,0,1
0.937672352,0,0,1,1
0.937672484,1,0,1,1
0.937673138,1,1,1,1
0.937673360,1,1,0,1
0.937673470,0,1,0,1
0.937674152,0,0,0,1
0.937675154,0,1,0,1
0.937675352,0,1,1,1
0.937675484,1,1,1,1
0.937676118,1,0,1,1
0.937676360,1,0,0,1
0.937676470,0,0,0,1
0.937677352,0,0,1,1
0.937677484,1,0,1,1
0.937678162,1,1,1,1
0.937678360,1,1,0,1
0.937678470,0,1,0,1
0.937679226,0,0,0,1
0.937680226,0,1,0,1
0.937680354,0,1,1,1
0.937680484,1,1,1,1
0.937681190,1,0,1,1
0.937681360,1,0,0,1
0.937681470,0,0,0,1
0.937682354,0,0,1,1
0.937682484,1,0,1,1
0.937683234,1,1,1,1
0.937683360,1,1,0,1
0.937683470,0,1,0,1
0.937684248,0,0,0,1
0.937685248,0,1,0,1
0.937685354,0,1,1,1
0.937685484,1,1,1,1
0.937686214,1,0,1,1
0.937686360,1,0,0,1
0.937686470,0,0,0,1
0.937687354,0,0,1,1
0.937687484,1,0,1,1
0.937688258,1,1,1,1
0.937688360,1,1,0,1
0.937688470,0,1,0,1
0.937689322,0,0,0,1
0.937690322,0,1,0,1
0.937690354,0,1,1,1
0.937690484,1,1,1,1
0.937691288,1,0,1,1
0.937691360,1,0,0,1
0.937691470,0,0,0,1
0.937692354,0,0,1,1
0.937692486,1,0,1,1
0.937693332,1,1,1,1
0.937693360,1,1,0,1
0.937693470,0,1,0,1
0.937694346,0,0,0,1
0.937695346,0,1,0,1
0.937695354,0,1,1,1
0.937695486,1,1,1,1
0.937696312,1,0,1,1
0.937696360,1,0,0,1
0.937696470,0,0,0,1
0.937697354,0,0,1,1
0.937697486,1,0,1,1
0.937698356,1,1,1,1
0.937698362,1,1,0,1
0.937698470,0,1,0,1
0.937699420,0,0,0,1
0.937700354,0,0,1,1
0.937700420,0,1,1,1
0.937700486,1,1,1,1
0.937701362,1,1,0,1
0.937701384,1,0,0,1
0.937701472,0,0,0,1
0.937702354,0,0,1,1
0.937702486,1,0,1,1
0.937703362,1,0,0,1
0.937703428,1,1,0,1
0.937703472,0,1,0,1
0.937704442,0,0,0,1
0.937705354,0,0,1,1
0.937705442,0,1,1,1
0.937705486,1,1,1,1
0.937706408,1,0,1,1
0.937706862,1,0,0,1
0.937706972,0,0,0,1
0.937707856,0,0,1,1
0.937707986,1,0,1,1
0.937708452,1,1,1,1
0.937708862,1,1,0,1
0.937708972,0,1,0,1
0.937709516,0,0,0,1
0.937710516,0,1,0,1
0.937710856,0,1,1,1
0.937710986,1,1,1,1
0.937711482,1,0,1,1
0.937711862,1,0,0,1
0.937711972,0,0,0,1
0.937712856,0,0,1,1
0.937712986,1,0,1,1
0.937713526,1,1,1,1
0.937713862,1,1,0,1
0.937713972,0,1,0,1
0.937714540,0,0,0,1
